fused-proba-dt,fused-proba-SDWA,truth-val,elec-val,elec-proba,wifi-val,wifi-proba,co2-val,co2-proba
2019-07-16 00:00:00,0.48342792127623996,1,4816.5,0.8695758307868413,2,0.46727595742495276,118,0.07574159662872637
2019-07-16 00:05:00,0.48377638288384534,1,4672.4,0.8748486811409184,2,0.46727595742495276,120,0.07104825618667387
2019-07-16 00:10:00,0.48470695957018556,1,4837.8,0.8687806033859622,2,0.46727595742495276,116,0.08071803263658417
2019-07-16 00:15:00,0.4849338367208347,1,4758.2,0.871731505988354,2,0.46727595742495276,117,0.07819359140914872
2019-07-16 00:20:00,0.4868194380357294,1,4801.3,0.8701408092911012,2,0.46727595742495276,114,0.08599101429270017
2019-07-16 00:25:00,0.4831748315861036,1,5203.6,0.8544717341110919,2,0.46727595742495276,112,0.09157414486750859
2019-07-16 00:30:00,0.4854133931736706,1,5175.3,0.855623394066601,2,0.46727595742495276,110,0.09748110989314407
2019-07-16 00:35:00,0.4957246649883131,1,4782.1,0.8708514888356599,2,0.46727595742495276,105,0.11375486439844507
2019-07-16 00:40:00,0.48977748880367994,1,5226.1,0.8535506731413702,2,0.46727595742495276,105,0.11375486439844507
2019-07-16 00:45:00,0.4923093159653928,1,5123.4,0.8577157542876572,2,0.46727595742495276,104,0.11728131382366214
2019-07-16 00:50:00,0.4943353114727373,1,5227.6,0.8534890976948433,2,0.46727595742495276,101,0.1284334696478875
2019-07-16 00:55:00,0.495865845338506,1,5205.6,0.8543900570427259,2,0.46727595742495276,100,0.1323470084686661
2019-07-16 01:00:00,0.4944553453518117,1,5304.9,0.8502867986980933,2,0.46727595742495276,100,0.1323470084686661
2019-07-16 01:05:00,0.49299275576142804,1,5746.0,0.8309003080162584,2,0.46727595742495276,96,0.1490212886431943
2019-07-16 01:10:00,0.5044407307222186,1,5164.4,0.8560649412521505,2,0.46727595742495276,94,0.157989402209613
2019-07-16 01:15:00,0.5109179413730114,1,5130.2,0.8574430575539224,2,0.46727595742495276,90,0.17723442102683384
2019-07-16 01:20:00,0.515491550153801,1,4784.9,0.8707480547690182,2,0.46727595742495276,90,0.17723442102683384
2019-07-16 01:25:00,0.5202662536580714,1,4792.3,0.870474353694371,2,0.46727595742495276,87,0.1928420193083218
2019-07-16 01:30:00,0.5247100369946424,1,4850.4,0.8683082520174684,2,0.46727595742495276,84,0.20947412448308322
2019-07-16 01:35:00,0.526405744514994,1,4998.2,0.8626591849438738,2,0.46727595742495276,82,0.22113491111557348
2019-07-16 01:40:00,0.522480046829145,1,5151.6,0.8565820206307068,2,0.46727595742495276,83,0.21524721823469817
2019-07-16 01:45:00,0.5218948202958237,1,5193.6,0.8548795493942636,2,0.46727595742495276,83,0.21524721823469817
2019-07-16 01:50:00,0.5387981767968552,1,4793.1,0.87044473485756,2,0.46727595742495276,77,0.2522813882708609
2019-07-16 01:55:00,0.5397978188300607,1,4713.8,0.8733527742429482,2,0.46727595742495276,77,0.2522813882708609
2019-07-16 02:00:00,0.5445815131424651,1,4661.2,0.8752507603869277,2,0.46727595742495276,75,0.2655247309300409
2019-07-16 02:05:00,0.5507973267746457,1,4680.2,0.8745680060546374,2,0.46727595742495276,72,0.28620276752249196
2019-07-16 02:10:00,0.5482582340783841,1,4880.3,0.8671815803956424,2,0.46727595742495276,72,0.28620276752249196
2019-07-16 02:15:00,0.5552880499230731,1,4678.0,0.87464722536999,2,0.46727595742495276,70,0.30051112776571054
2019-07-16 02:20:00,0.5547678276571855,1,5071.4,0.85978671883388,2,0.46727595742495276,68,0.3152189217107555
2019-07-16 02:25:00,0.5492705333834045,1,5137.7,0.857141783903643,2,0.46727595742495276,70,0.30051112776571054
2019-07-16 02:30:00,0.5651543536703492,1,4822.8,0.8693410502597669,2,0.46727595742495276,65,0.33798608181177336
2019-07-16 02:35:00,0.5685523576772513,1,4746.0,0.8721787451034483,2,0.46727595742495276,64,0.3457518899331131
2019-07-16 02:40:00,0.562730539775034,1,4825.0,0.8692589788495309,2,0.46727595742495276,66,0.33030663770535884
2019-07-16 02:45:00,0.5692791505618657,1,4880.6,0.8671702347473496,2,0.46727595742495276,63,0.35360082468598386
2019-07-16 02:50:00,0.5758541187832356,1,4755.3,0.8718379376910723,2,0.46727595742495276,61,0.3695342802635626
2019-07-16 02:55:00,0.5723934083249266,1,5381.7,0.8470483224941239,2,0.46727595742495276,59,0.385757236916786
2019-07-16 03:00:00,0.5842483230965014,1,5632.1,0.8360900773970833,2,0.46727595742495276,53,0.4358352307192048
2019-07-16 03:05:00,0.5888393033341197,1,5138.0,0.8571297219286561,2,0.46727595742495276,54,0.42736777190093345
2019-07-16 03:10:00,0.5907212274198055,1,5192.6,0.8549202786938965,2,0.46727595742495276,53,0.4358352307192048
2019-07-16 03:15:00,0.5988579814727217,1,5182.0,0.855351425945351,2,0.46727595742495276,50,0.4614436598483327
2019-07-16 03:20:00,0.5958905654869792,1,5203.1,0.8544921474378584,2,0.46727595742495276,51,0.45287805990384633
2019-07-16 03:25:00,0.6030849040501354,1,5069.7,0.8598539956744108,2,0.46727595742495276,49,0.47003208671620733
2019-07-16 03:30:00,0.6114017377189349,1,5051.1,0.8605883195387676,2,0.46727595742495276,46,0.4958837032711072
2019-07-16 03:35:00,0.610044910686925,1,4951.4,0.8644696357865121,2,0.46727595742495276,47,0.48725720832220676
2019-07-16 03:40:00,0.6077196132173972,1,5314.7,0.8498767220701847,2,0.46727595742495276,46,0.4958837032711072
2019-07-16 03:45:00,0.6110472981203928,1,4874.9,0.8673856617629256,2,0.46727595742495276,47,0.48725720832220676
2019-07-16 03:50:00,0.6189299047473191,1,4889.6,0.8668294835174102,2,0.46727595742495276,44,0.5131389085842097
